smiles,Respiratory toxicity,group
CC(C)N(C(C)C)C(C(=O)OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O)N(C(C)C)C(C)C,0,training
COc1cccc(OC[C@@H](O)CO)c1,0,training
O=[N+]([O-])c1ccc([N+](=O)[O-])c(O[Si]23OCCN(CCO2)CCO3)c1,0,training
CCCNC(=O)[C@@H](C)Nc1ccc(OCC)cc1,0,training
CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,0,training
Cc1ccccc1C(C)C,0,training
CC(=O)OCCO,0,training
CCCCOCC(O)CO,0,training
CN1CCCN(C)C1=O,0,training
NC(=O)NC(=O)NCc1ccccc1,0,training
Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,0,training
COC(=O)[C@@H]1CC(=O)O[C@@H]1c1ccccc1,0,training
COc1ccc2c(c1OC)C(=O)OC2[C@H]1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)[O-],0,training
Cc1cc(C)[n+]([O-])c(NS(=O)(=O)c2ccc(N)cc2)n1,0,training
CC(C)C(O)=S,0,training
Clc1ccccc1CN1CCc2sccc2C1,0,training
OC[C@@H](O)COc1ccccc1,0,training
COC(=O)Nc1nc2ccccc2[nH]1,0,training
CCC1(C[C@H](O)c2ccccc2)C(=O)NC(=O)NC1=O,0,training
O=C1/C(=C/c2ccc(Cl)cc2)NC(=S)N1c1ccc(Br)cc1,0,training
Cc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2C2CCCCC2)cc1,0,training
O=[N+]([O-])c1cncn1CCN1CCOCC1,0,training
Cc1ccccc1C1CCCCC1=O,0,training
CC[C@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,0,training
COc1ccc2c(c1OC)C(=O)OC2[C@@H]1c2c(cc3c(c2OC)OCO3)CC[N+]1(C)[O-],0,training
O=Cc1c(O)ccc2ccccc12,0,training
O=C(O)/C=C/c1ccc(O)cc1,0,training
O=C1/C(=C/c2cccc(Cl)c2)NC(=S)N1c1ccc(Br)cc1,0,training
Cc1ncc2c(=O)nc(SCCCN3CCN(c4ccccc4)CC3)n(-c3ccccc3)c2n1,0,training
O=C(c1ccccc1)c1ccc(O)cc1,0,training
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,0,training
COc1cc(C(=O)N2CCOCC2)cc(OC)c1OC,0,training
COc1ccc(/C=C2\NC(=S)N(c3ccc(Br)cc3)C2=O)cc1,0,training
COc1cccc(OC[C@@](C)(O)CO)c1,0,training
OCC(O)COC1CCCCC1,0,training
CCCO[P@@]1(=O)OC(C)(C)C[C@]1(C)O,0,training
O=C1CCCO1,0,training
CCC(CC)C(=O)N/C(=C\c1ccc(OC)cc1)C(=O)O,0,training
C[C@@]1([C@H](Br)[C@H](Br)c2ccccc2)NC(=O)N(CN2CCOCC2)C1=O,0,training
O=C1C2=C(CCCC2)C(=O)N1c1ccccn1,0,training
O=C(/C=N/N1CCCNC1=O)c1ccc([N+](=O)[O-])o1,0,training
OC(c1ccc(Cl)cc1)C1CCCCC1,0,training
O=C(COc1ccc(Cl)cc1Cl)NCCN1CCCOCC1,0,training
NCCCC(N)=O,0,training
Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,0,training
CC(=O)Nc1ccc(CC(=O)O)cc1,0,training
CCC[C@@]1(c2ccccc2)O[C@@H](COC(N)=O)CS1,0,training
O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1S(=O)(=O)c1ccccc1,0,training
CC(C)C(C)(COC(N)=O)COC(N)=O,0,training
COc1cc2c3c(c1O)Oc1ccc(cc1)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@H]3[N@](C)CC2)CC[N@@]1C,0,training
O=C1OC(CN2CCOCC2)CN1/N=C/c1ccc([N+](=O)[O-])o1,0,training
O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1,0,training
CC(=O)c1ccc(Oc2c(I)cc(C(=O)O)cc2I)cc1I,0,training
C=CCC1(C[C@@H](C)Br)C(=O)NC(=O)NC1=O,0,training
CSCCn1c(=O)oc2ccc(F)cc21,0,training
CN(C)C(=O)n1c(=O)oc2ccccc21,0,training
NC(=O)OCCCn1c(=O)oc2ccccc21,0,training
O=C1c2ccccc2C(=O)N1CCCn1c(=O)oc2cc(Br)c(Cl)cc21,0,training
Cc1ccc(S(=O)(=O)NC(=O)N2C[C@@H]3CC[C@@](C)(C2)C3(C)C)cc1,0,training
C#CCN1C(=O)[C@H]2CC=CC[C@@H]2C1=O,0,training
O=C1CCCCC1C(O)c1ccc(Cl)cc1,0,training
c1ccc(-n2cc3c(c2)CCCC3)cc1,0,training
O=C(COc1ccccc1)N1CC1,0,training
Fc1ccc(-c2cc(-c3ccccc3)c3nncn3n2)cc1,0,training
Cc1ccccc1NCc1nnc(-n2c(/C=C/c3ccccc3)nc3ccccc3c2=O)s1,0,training
Cc1ccccc1OCC(=O)N1CC1,0,training
Cc1ccc(OCC(=O)N2CC2)cc1,0,training
O=C(O)[C@@H]1CS[C@H](c2ccccc2O)N1C(=O)CCS,0,training
COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC,0,training
O=c1[nH]cc([N+](=O)[O-])c(=O)n1CCNP(=S)(NCCn1c(=O)[nH]cc([N+](=O)[O-])c1=O)NCCn1c(=O)[nH]cc([N+](=O)[O-])c1=O,0,training
CCOC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)Nc4ccc(Cl)cc43)cc2)cc1,0,training
CCCOC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)Nc4ccc(Cl)cc43)cc2)cc1,0,training
CCCOC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)N(C)c4ccc(Cl)cc43)cc2)cc1,0,training
CCOC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)N(CN4CCOCC4)c4ccc(Cl)cc43)cc2)cc1,0,training
CCCOC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)N(CN4CCOCC4)c4ccc(Cl)cc43)cc2)cc1,0,training
CCCCOC(=O)c1ccc(NC(=O)c2ccc(/N=C3/C(=O)N(CN4CCCCC4)c4ccc(Cl)cc43)cc2)cc1,0,training
C/C(=N/NC(=O)NS(=O)(=O)c1c(C)cc(C)c2c(C)cc(=O)oc12)c1ccc(O)cc1,0,training
Cc1cc(C)c2c(C)cc(=O)oc2c1S(=O)(=O)NC(=O)NN=C(c1ccccc1)c1ccccc1,0,training
CC(C)(C)OC(=O)N1C(C(N)=O)CSC1c1ccccc1,0,training
CCCc1nnc(N2C(=O)CC(c3ccccc3)(c3ccccc3)C2=O)s1,0,training
O=C1CC(c2ccccc2Cl)C(=O)N1C1CCCCC1,0,training
C[C@](O)(CO)COc1ccccc1,0,training
COC(=O)C[N+](=O)[O-],0,training
S=C1NC(c2ccccc2)(c2ccccc2)C(=S)N1CN1CCOCC1,0,training
CC(=O)c1cc2c(CO)cc(O)cc2oc1=O,0,training
CCN(CC)C(=O)[C@@]1(c2ccccc2)CCC(=O)O1,0,training
Cc1ncc2c(=O)nc(SCCCN3CCN(c4nccs4)CC3)n(-c3ccccc3)c2n1,0,training
CN(C)C(=O)CCCOC(=O)C(C)(C)Oc1ccc(Cl)cc1,0,training
CCOc1ccccc1N1C(=O)C2C3C=CC(C3)C2C1=O,0,training
NCCc1ccc(O)c(O)c1,0,training
CC[C@]1(c2ccccc2)CCOC1=O,0,training
O=C(COc1ccc(Cl)cc1Cl)NCCN1CCOCC1,0,training
CCCCCCSC1CS(=O)(=O)CC1O,0,training
O=[N+]([O-])OCCOCCOCCO[N+](=O)[O-],0,training
OC[C@@H](O)CSc1ccccc1,0,training
CC(=O)n1c(=O)oc2ccccc21,0,training
CN1C(=O)CC[C@H]1c1cccnc1,0,training
C[C@]1(c2ccccc2)OC[C@H](COC(N)=O)O1,0,training
C[C@]1(c2ccc(Br)cc2)OC[C@H](COC(N)=O)O1,0,training
CNC(=O)c1cc(OC)n(-c2cccc(Cl)c2)n1,0,training
C=C(C)C(=O)NCCc1ccc(O)cc1,0,training
Cc1ncc2c(=O)n(CCCN3CCN(c4nccs4)CC3)c(=S)n(-c3ccccc3)c2n1,0,training
COc1nc(C)nc(N)n1,0,training
CC1(/C=C/c2ccccc2)NC(=O)N(CN2CCOCC2)C1=O,0,training
CCN(CC)C(=O)[C@H]1CC(=O)O[C@@H]1c1ccccc1,0,training
COc1ccccc1C(=O)NCC(=O)N(C)C,0,training
Cc1ccc(B2OCC3(CO2)COB(c2ccc(C)cc2)OC3)cc1,0,training
CCCCOCCOCCO,0,training
O=C(COc1ccc(Cl)cc1)NCCN1CCCOCC1,0,training
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,0,training
Fc1ccccc1C1=NCC(=S)N(CC(F)(F)F)c2ccc(Cl)cc21,0,training
O=c1oc2ccc(Cl)cc2n1CN1CCOCC1,0,training
COCCOc1ccc(NC(C)=O)cc1C(C)=O,0,training
O=C(COc1ccccc1Cl)N1CC1,0,training
O=C(NCc1nc2ccccc2c(=O)n1CCc1ccc(O)c(O)c1)c1ccccc1,0,training
O=C(COc1ccc(Cl)cc1)N1CC1,0,training
Cc1cc(F)ccc1-c1cn[nH]c(=S)n1,0,training
NC(=O)OC[C@@H]1CSCC2(CCCC2)O1,0,training
C[C@H]1CO[C@](C)(c2ccc(Cl)cc2)O1,0,training
CCN(CC)CCOC(=O)c1c(C)nsc1Cl,0,training
O=C(Cc1ccccc1)NC1CCCCC1,0,training
CC(=O)N1C(=O)C(=O)c2ccccc21,0,training
CCOc1nc2cccc(C(=O)OC(C)OC(=O)OC3CCCCC3)c2n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0,training
CC(=O)CCC(C)C,0,training
C[S@](=O)c1ccc(-c2cn3cccnc3n2)cc1,0,training
CN(CCc1ccccc1)C(=O)NC(N)=O,0,training
CCCOC(=O)/C=C/c1ccccc1S(N)(=O)=O,0,training
COC(=O)/C=C/c1ccccc1S(N)(=O)=O,0,training
COc1cc(C(=O)N2CCCCCC2)cc(OC)c1OC,0,training
CCOC(=O)C[C@H]1NS(=O)(=O)c2ccccc21,0,training
CCOC(=O)/C=C/c1ccccc1S(N)(=O)=O,0,training
CC(C)OC(=O)/C=C/c1ccccc1S(N)(=O)=O,0,training
CCCCOC(=O)/C=C/c1ccccc1S(N)(=O)=O,0,training
CC1(C)SC[C@@H](COC(N)=O)S1,0,training
NC(=O)OC[C@@H]1CSC2(CCCCCC2)S1,0,training
NC(=O)OC[C@@H]1CSC2(CCCCCCCCCCC2)S1,0,training
CC(C)c1ccc([C@@]2(C)SC[C@@H](COC(N)=O)S2)cc1,0,training
NC(=O)OC[C@@H]1CSC2(CCCCC2)S1,0,training
CCC[C@@H](COC(N)=O)[C@H](C)OC(N)=O,0,training
O=C(O)CCC(=O)c1ccc(-n2cc3ccccc3n2)cc1,0,training
CC(C(=O)NO)c1ccc(-n2cc3ccccc3n2)cc1,0,training
CC(C(N)=O)c1ccc(-n2cc3ccccc3n2)cc1,0,training
Fc1cccc(-n2cc3ccccc3n2)c1,0,training
Fc1ccccc1-n1cc2ccccc2n1,0,training
COc1cccc(-n2cc3ccccc3n2)c1,0,training
Ic1ccc(-n2cc3ccccc3n2)cc1,0,training
N#Cc1cccc(-n2cc3ccccc3n2)c1,0,training
Cc1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,0,training
CN(C)CCCn1ncc2c(c1=O)Nc1ccccc1S2(=O)=O,0,training
CCCCCCCCCCCCS(=O)(=O)C1CS(=O)(=O)CC1O,0,training
Cc1ccc2c(c1)C(=O)C(O)=N2,0,training
CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,0,training
Cc1ncc2c(=O)n(CCCN3CCN(c4ncccn4)CC3)c(=S)n(-c3ccccc3)c2n1,0,training
Cc1ccc(OC[C@@](C)(O)CO)cc1,0,training
N#Cc1ccc(C(N)=O)cc1,0,training
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,0,training
CN1C(=O)[C@H](O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,0,training
NC(=O)NC(=O)NCCCCc1ccccc1,0,training
NC(N)=Nc1nc(CSCC/C(N)=N\S(N)(=O)=O)cs1,0,training
CCOP(=O)(Cc1ccc(-c2nc3ccccc3s2)cc1)OCC,0,training
CC[C@]1(C)O[C@@H](COC(N)=O)CS1,0,training
O=C1C(=O)N(C(=O)c2ccccc2)c2ccccc21,0,training
CC(C)CN(CCOc1ccnc(N)n1)CC(C)C,0,training
CN(C)S(=O)(=O)c1ccc(CNCCNCc2ccc(S(=O)(=O)N(C)C)cc2)cc1,0,training
Cc1c(NS(=O)(=O)CCN)c(=O)n(-c2ccccc2)n1C,0,training
CCCOP(=O)(CNc1ccc(C(=O)OCC)cc1)OCCC,0,training
CN(C)CCOC(=O)COc1ccc(Cl)cc1,0,training
COC1=C(OC)C(=O)C(CCCCCCCCCCO)=C(C)C1=O,0,training
C[C@H]1CC[C@H]2CN(c3ccccc3)C[C@H]2C1,0,training
O=c1c2c3c(sc2nc2scc(-c4ccc(Br)cc4)n12)CCCC3,0,training
O=C1CC(c2ccc(OCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0,training
O=C1CC(c2ccc(OCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0,training
O=C1CC(c2ccc(OCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0,training
O=C1CC(c2ccc(OCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0,training
O=C1CC(c2ccc(OCCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0,training
O=C1CC(c2ccc(OCCCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0,training
O=C1CC(c2ccc(OCCCCCCCCCCOc3ccc(C4CC(=O)NC4=O)cc3)cc2)C(=O)N1,0,training
Cc1nn2c(=O)c3sc4ccccc4c3nc2s1,0,training
CCc1nn2c(=O)c3sc4ccccc4c3nc2s1,0,training
CSc1nn2c(=O)c3sc4ccccc4c3nc2s1,0,training
CCSc1nn2c(=O)c3sc4ccccc4c3nc2s1,0,training
O=c1c2sc3ccccc3c2nc2sc(-c3ccccc3)nn12,0,training
CCOc1ccccc1-c1nn2c(=O)c3sc4ccccc4c3nc2s1,0,training
O=c1c2c(nc3sc(-c4ccccc4)nn13)sc1ccccc12,0,training
CCOC(=O)c1sc2nc3sc(-c4ccccc4)cc3c(=O)n2c1C,0,training
CCOC(=O)c1sc2nc3sc4ccccc4c3c(=O)n2c1C,0,training
CCOC(=O)c1sc2nc3sc4c(c3c(=O)n2c1C)CCCC4,0,training
CCOC(=O)c1sc2nc3cc(-c4ccccc4)sc3c(=O)n2c1C,0,training
CCOC(=O)c1sc2nc3c(sc4ccccc43)c(=O)n2c1C,0,training
CCOc1ccc(OC[C@@H](O)CO)cc1,0,training
CCc1ccc(C(=O)Cn2c(Br)nc3c2c(=O)n(C)c(=O)n3C)cc1,0,training
NC(=O)OC[C@H]1COC2(CCCCC2)O1,0,training
Nc1nc(-c2cc(Cl)ccc2Cl)nc(N)[n+]1[O-],0,training
Cc1ncc(Cn2c(C)c(CCO)sc2=O)c(N)n1,0,training
CC(=O)Oc1c(I)cc(I)cc1C(=O)Nc1ccc(Cl)cc1,0,training
O=C1NCCCN1/N=C/c1ccc([N+](=O)[O-])o1,0,training
CCCCOc1ccccc1OC[C@@H](O)CO,0,training
CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,0,training
CC(C=O)Cc1ccc(C(C)(C)C)cc1,0,training
CCN(CC)C(=O)CSc1ccc(Cl)nn1,0,training
CCCCC1C(=O)NN(c2ccccc2)C1=O,0,training
CCN(CC)CCOC(=O)COc1ccc(Cl)cc1,0,training
CN1CCCCN(C)C1=O,0,training
CCOC(=O)[N-]c1c[n+](N2CCOCC2)no1,0,training
NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1,0,training
O=c1c2cc(-c3ccccc3)sc2nc2sc(-c3ccccc3)nn12,0,training
CCOc1ccccc1-c1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,0,training
CCc1nn2c(=O)c3cc(-c4ccccc4)sc3nc2s1,0,training
COc1ccc2c(=O)c(C)c(-c3ccc(Cl)cc3)oc2c1CN1CCCCC1,0,training
O=C(COc1ccc(Cl)cc1)OCCN1CCCOCC1,0,training
Cc1nnc(N2C(=O)C(C)C(c3ccccc3)C2=O)s1,0,training
CN1C(=O)C(=O)c2ccccc21,0,training
O=CC(=O)c1ccc(F)cc1,0,training
Fc1ccc(-c2cc(C(F)(F)C(F)(F)F)nn3cnnc23)cc1,0,training
O=c1c2ccccc2nc(-c2ccccc2)n1-c1nnc(CN2CCOCC2)s1,0,training
O=c1c2ccccc2nc(/C=C/c2ccccc2)n1-c1nnc(CNc2ccccc2)s1,0,training
Cc1ccccc1NCc1nnc(-n2c(CNc3ccccc3C)nc3ccccc3c2=O)s1,0,training
O=C(COc1ccccc1[N+](=O)[O-])N1CC1,0,training
Cc1cccc(OCC(=O)N2CC2)c1,0,training
O=CC(=O)c1ccc(F)c(F)c1,0,training
CCCc1nnc(N2N=C(C(=O)c3ccccc3)N(c3nnc(CCC)s3)N=C2C(=O)c2ccccc2)s1,0,training
O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN1CCN(c2ccccc2)CC1,0,training
O=C1/C(=C\C=C\c2ccccc2)SC(=S)N1CN1CCN(c2ccc(Cl)cc2)CC1,0,training
COc1ccccc1NCc1nnc(-n2c(CNc3ccccc3OC)nc3ccccc3c2=O)s1,0,training
O=C1CS[C@H](c2ccc(O)cc2)N1n1c(-c2ccccc2)nc2ccccc2c1=O,0,training
O=C1CC(c2ccc(Cl)cc2)C(=O)N1C1CCCCC1,0,training
CS[C@@H](NC(=O)c1ccccc1)C(N)=O,0,training
CCOC(=O)CN1C(=O)C(=O)c2ccccc21,0,training
CC(=O)COc1ccc(N2C(=O)C3C4C=CC(C4)C3C2=O)cc1,0,training
Cc1cc(C)n(-c2nc3ccccc3[nH]2)n1,0,training
COc1ccc2c(c1)C(=O)C(=O)N2,0,training
CC1(C)CC[C@]2(C(=O)O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)CC[C@@]3(C)C(=CC[C@H]4[C@@]5(C)CC[C@@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@H]5CC[C@]43C)[C@H]2C1,0,training
CCc1ccc(-c2cn3c4c(=O)n(C)c(=O)n(C)c4nc3n2-c2ccccc2)cc1,0,training
OCc1ccccc1,0,training
Nc1c(-c2ccccc2)nc2ccccn12,0,training
C=CCOc1ccccc1OC[C@@H](O)CO,0,training
CCC1(CC)C(=O)NC(=O)N(C[C@@H](C)O)C1=O,0,training
O=C(OCCN1CCOCC1)C(c1ccccc1)c1ccccc1,0,training
O=C(O)[C@H](Cc1cc(I)c(O)c(I)c1)c1ccccc1,0,training
CC(C)=CCC[C@](C)(O)[C@H]1CC=C(C)CC1,0,training
O=C(O)CN1C(=O)C(=O)c2ccccc21,0,training
CCCC1(CCC)CC(=O)NC(=O)C1,0,training
C[C@@H]1O[C@]12C[C@@H](C)[C@@](C)(O)C(=O)OCC1=CCN(C)CC[C@@H](OC2=O)C1=O,0,training
Cc1cccc(OC[C@@](C)(O)CO)c1,0,training
CCCCCCCC(=O)N(C)C,0,training
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)C=CC=CC[C@@H](C)OC(=O)C[C@H]1O,0,training
CSC1=NC(c2ccccc2)(c2ccccc2)C(=O)N1CN1CCOCC1,0,training
CCOc1c(N2CCOCC2)cnn(C)c1=O,0,training
COc1c(C)cccc1CC(O)CO,0,training
CC1CCCCN1CCCOC(=O)c1ccccc1,0,training
C=CCN(CC=C)CC(=O)OCC,0,training
Cc1cnc(NNC(=N)N)nc1NNC(=N)N,0,training
C[C@]1(c2ccc(Cl)cc2)OC[C@H](COC(N)=O)O1,0,training
Cc1ccccc1SC[C@@H](O)CO,0,training
O=C1C[C@H](N2C(=O)CCC2=O)C(=O)N1c1ccccc1,0,training
Cc1cccc(N2C(=O)C[C@H](N3C(=O)CCC3=O)C2=O)c1,0,training
Cc1ccccc1N1C(=O)CCC(n2c(C)nc3ccccc3c2=O)C1=O,0,training
Cc1cc(=O)c2c(C)ccc(C)c2o1,0,training
CCOC[C@H](O)COc1ccccc1,0,training
COc1ccc(C(=O)N[C@H]2CCC[C@@H]3CCN(C)C[C@H]23)cc1OC,0,training
N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O,0,training
C=Cc1ccc(C)cc1,0,training
NCCCCCNCCSP(=O)(O)O,0,training
C/C=C1\C[C@@H](C)[C@@](C)(O)C(=O)OC[C@H]2CCN3CC[C@@H](OC1=O)[C@@H]23,0,training
C/C=C\c1ccc(OC)c(OC)c1,0,training
O=C(COc1ccc(Cl)cc1)NCCN1CCOCC1,0,training
NS(=O)(=O)c1cc2c(cc1Cl)CN(C1CCCCC1)C2=O,0,training
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,0,training
COc1cc2ccn3c(C)nnc3c2cc1OC,0,training
O=C(O)c1ccccc1C(=O)O,0,training
CC(C)(O)[C@H](O)COc1c2ccoc2cc2oc(=O)ccc12,0,training
C[C@H](CN(C)C)OC(=O)COc1ccc(Cl)cc1,0,training
CC1CC(=O)N(C)c2ccccc2N1C,0,training
CCc1nnc(N2C(=O)CC(c3ccccc3)C2=O)s1,0,training
